Customer,Contract,Item Code,Item Name,UoM,Rate,Item Description,Xero Account
Downer,Downer - TFO (Wideband),W5451,Reinstated Pavements - Reinforced Concrete (25 Mpa) - Over 150 mm to 200 mm thick,sq. m,$ 166.12,Reinstated Pavements - Reinforced Concrete (25 Mpa) - Over 150 mm to 200 mm thick,45100
Downer,Downer - TFO (Wideband),W5452,Reinstatement using Asphalt - 25 mm thick crushed stone base up to 70mm,Square Metre,$ 62.12,Reinstatement using Asphalt - 25 mm thick crushed stone base up to 70mm,45100
Downer,Downer - TFO (Wideband),W5453,Reinstated Pavements - Asphalt  7 to 10 mm aggregate - 50 mm thick on crushed stone base up to 150mm,sq. m,$ 72.33,Reinstated Pavements - Asphalt  7 to 10 mm aggregate - 50 mm thick on crushed stone base up to 150mm,45100
Downer,Downer - TFO (Wideband),W5454,Reinstated Pavements - Asphalt  7 to 10 mm aggregate - 75mm thick on crushed stone base up to 200mm,sq. m,$ 95.04,Reinstated Pavements - Asphalt  7 to 10 mm aggregate - 75mm thick on crushed stone base up to 200mm,45100
Downer,Downer - TFO (Wideband),W5455,Reinstated Pavements - Bricks and Pavers - Brick or concrete pavers. Remove 80mm maximum thickness pavers on compacted sand layer.,sq. m,$ 48.68,Reinstated Pavements - Bricks and Pavers - Brick or concrete pavers. Remove 80mm maximum thickness pavers on compacted sand layer.,45100
Downer,Downer - TFO (Wideband),W5456,Reinstated Pavements - Bricks and Pavers - Lay 80mm maximum thickness pavers on compacted sand layer,sq. m,$ 59.77,Reinstated Pavements - Bricks and Pavers - Lay 80mm maximum thickness pavers on compacted sand layer,45100
Downer,Downer - TFO (Wideband),W5457,Reinstated Pavements - Other - Turf,sq. m,$ 12.37,Reinstated Pavements - Other - Turf,45100
Downer,Downer - TFO (Wideband),W5458,Reinstated Pavements - Other - Kerb and Channel,Metre,$ 173.83,Reinstated Pavements - Other - Kerb and Channel,45100
Downer,Downer - TFO (Wideband),W5474,Supply and Install Marker Post  - Supply and fit cable marker on CAN or IEN Optical Fibre cable route,Each marker,$ 100.38,Supply and Install Marker Post  - Supply and fit cable marker on CAN or IEN Optical Fibre cable route,45100
Downer,Downer - TFO (Wideband),W5709,Install Optical Fibre Cable - Rod and Rope Conduit and Install Optical Fibre Cable – Vacant Conduit/sub duct,Metre,$ 2.95,Install Optical Fibre Cable - Rod and Rope Conduit and Install Optical Fibre Cable – Vacant Conduit/sub duct,45100
Downer,Downer - TFO (Wideband),W5710,Optical Fibre Cable Laying in Open Trench (Buried solid),Metre,$ 1.62,Optical Fibre Cable Laying in Open Trench (Buried solid),45100
Downer,Downer - TFO (Wideband),W5715,Optical Fibre Cable and Dual Cable Installed by Plough Techniques  - Cable Plough ( – single cable in Rock) – 1200mm depth,Metre,$ 34.56,Optical Fibre Cable and Dual Cable Installed by Plough Techniques  - Cable Plough ( – single cable in Rock) – 1200mm depth,45100
Downer,Downer - TFO (Wideband),W5739,Install Optical Fibre Terminal Unit - Up to 12 fibres cable size (max.),Each,$ 225.46,Install Optical Fibre Terminal Unit - Up to 12 fibres cable size (max.),45100
Downer,Downer - TFO (Wideband),W5877,Rod and Rope Conduit and Install Optical Fibre Cable  Occupied Conduit,per linear metre,$ 3.41,Rod and Rope Conduit and Install Optical Fibre Cable  Occupied Conduit,45100
Downer,Downer - TFO (Wideband),W5919,Supply & install 1st pipe in prov. Trench - 50 mm pipe/conduit,Metre,$ 7.34,Supply & install 1st pipe in prov. Trench - 50 mm pipe/conduit,45100
Downer,Downer - TFO (Wideband),W5920,Supply and Install First Pipe/Conduit in Trench Provided by Others. - Supply and install 100 mm conduit,Metre,$ 11.10,Supply and Install First Pipe/Conduit in Trench Provided by Others. - Supply and install 100 mm conduit,45100
Downer,Downer - TFO (Wideband),W65,WT-8b Install Customer Wideband Wallhousing and power system,Per wallhousing,$ 80.02,WT-8b Install Customer Wideband Wallhousing and power system,45100
Downer,Downer - TFO (Wideband),W7624,Reinstatement using Cold mix for temporary reinstate 25mm thick,Square Metre,$ 50.24,Reinstatement using Cold mix for temporary reinstate 25mm thick,45100
Downer,Downer - TFO (Wideband),W7625,Reinstated Pavements - Cold Mix (Temporary Reinstatement) - 50 mm thick,sq. m,$ 75.41,Reinstated Pavements - Cold Mix (Temporary Reinstatement) - 50 mm thick,45100
Downer,Downer - TFO (Wideband),W7626,Reinstated Pavements - Cold Mix (Temporary Reinstatement) - 75mm thick,sq. m,$ 97.75,Reinstated Pavements - Cold Mix (Temporary Reinstatement) - 75mm thick,45100
Downer,Downer - TFO (Wideband),W8477,Cable Installation /Removal - Direct Buried Cable Installed by Open Trenching Techniques - Provision of trench in rock (750 mm deep up to 100 metres in length),Metre,$ 54.47,Cable Installation /Removal - Direct Buried Cable Installed by Open Trenching Techniques - Provision of trench in rock (750 mm deep up to 100 metres in length),45100
Downer,Downer - TFO (Wideband),W9142,Supply and Install First Pipe/Conduit in Trench Provided by Others. - Supply/Install riser pipe on exterior wall from ground level to MDF (Local Authority Procedures to be adhered to),Metre,$ 16.22,Supply and Install First Pipe/Conduit in Trench Provided by Others. - Supply/Install riser pipe on exterior wall from ground level to MDF (Local Authority Procedures to be adhered to),45100
Downer,Downer - TFO (Wideband),W9492,WO-2g Install 312F OMF/OFF/ OEF Terminal unit and prepare cable for splicing,per unit,$ 985.88,WO-2g Install 312F OMF/OFF/ OEF Terminal unit and prepare cable for splicing,45100
Downer,Downer - TFO (Wideband),W9496,"Cable Placement, Cable Plough optical fibre cable, 1200mm cover, direct buried in OTR (DE)",Linear Metre,$ 7.87,"Cable Placement, Cable Plough optical fibre cable, 1200mm cover, direct buried in OTR (DE)",45100
Downer,Downer - TFO (Wideband),S5869,Contaminated Waste removal/disposal,Per order,At Cost/ agreed Markup,Contaminated Waste removal/disposal,45100
Downer,Downer - TFO (Wideband),PS1,"Non-PIM - Materials not included provided by the Principal, re-reimbursed by Downer for actual fees upon providing evidence",Per Order,At Cost/ agreed Markup,"Non-PIM - Materials not included provided by the Principal, re-reimbursed by Downer for actual fees upon providing evidence",45100
Downer,Downer - TFO (Wideband),PS10,Local Authority Charges Legal fees/charges by authority for services to perform work re-reimbursed by Downer for actual fees upon providing evidence,Per Order,At Cost/ agreed Markup,Local Authority Charges Legal fees/charges by authority for services to perform work re-reimbursed by Downer for actual fees upon providing evidence,45100
Downer,Downer - TFO (Wideband),PS14,Services not incl in Schedule items re-reimbursed by Downer for actual fees upon providing evidence (must be pre-approved by Downer),Per Order,At Cost/ agreed Markup,Services not incl in Schedule items re-reimbursed by Downer for actual fees upon providing evidence (must be pre-approved by Downer),45100
Downer,Downer - TFO (Wideband),PS20,Traffic Management and Control - re-reimbursed by Downer for actual fees upon providing evidence (must be pre-approved by Downer),Per Order,At Cost/ agreed Markup,Traffic Management and Control - re-reimbursed by Downer for actual fees upon providing evidence (must be pre-approved by Downer),45100
Downer,Downer - TFO (Wideband),PS25,"Airfares, barge/boat, rail and non-road transport costs - re-reimbursed by Downer for actual fees upon providing evidence",Per Order,At Cost/ agreed Markup,"Airfares, barge/boat, rail and non-road transport costs - re-reimbursed by Downer for actual fees upon providing evidence",45100
Downer,Downer - TFO (Wideband),PS14-Type2- NonP1,Type 2 Wideband Works (Not applicable for sites involving P1 exchanges),Per service,$ 130.00,Type 2 Wideband Works (Not applicable for sites involving P1 exchanges),45100
Downer,Downer - TFO (Wideband),A11306- P1,"Setup, fibre commissioning acceptance testing and integration optical fibre - 1st fibre",Per first fibre,$ 169.17,"Setup, fibre commissioning acceptance testing and integration optical fibre - 1st fibre",45100
Downer,Downer - TFO (Wideband),A12297- P1,WT-5a Install of a Wideband Wavelength Service,per service,$ 373.07,WT-5a Install of a Wideband Wavelength Service,45100
Downer,Downer - TFO (Wideband),R11597- P1,WT-9e Decommission Wideband Service including Transmission Line System Recovery,Per sub rack,$ 218.83,WT-9e Decommission Wideband Service including Transmission Line System Recovery,45100
Downer,Downer - TFO (Wideband),R13463- P1,WT-9d Decommission Ethernet Service and Device requiring both Customer and Exchange Recovery,Cost per service,$ 344.27,WT-9d Decommission Ethernet Service and Device requiring both Customer and Exchange Recovery,45100
Downer,Downer - TFO (Wideband),W12944- P1,WT-4b Install of a Wideband Transmission Product including new Transmission Equipment,per service,$ 385.80,WT-4b Install of a Wideband Transmission Product including new Transmission Equipment,45100
Downer,Downer - TFO (Wideband),W12948- P1,WT-3c Install of a Wideband Carrier Ethernet Product - new devices both ends,per new both ends,$ 916.03,WT-3c Install of a Wideband Carrier Ethernet Product - new devices both ends,45100
Downer,Downer - TFO (Wideband),W12949- P1,WT-3b Install of a Wideband Carrier Ethernet Product - new device one end,per new one end,$ 598.23,WT-3b Install of a Wideband Carrier Ethernet Product - new device one end,45100
Downer,Downer - TFO (Wideband),W12958- P1,WT-1b Install of an Ethernet Product and new Device with Ethernet over Transport Backhaul,Per unit,$ 710.27,WT-1b Install of an Ethernet Product and new Device with Ethernet over Transport Backhaul,45100
Downer,Downer - TFO (Wideband),W12960- P1,WT-1a Install of an Ethernet Product and new Device via Direct Fibre,Per system,$ 679.66,WT-1a Install of an Ethernet Product and new Device via Direct Fibre,45100
Downer,Downer - TFO (Wideband),W12964- P1,WT-2a Install of a Wideband Fibre Based Service,per service,$ 752.46,WT-2a Install of a Wideband Fibre Based Service,45100
Downer,Downer - TFO (Wideband),W12966- P1,WT-13 Install SDH cards & associated cabling,Per card,$ 114.52,WT-13 Install SDH cards & associated cabling,45100
Downer,Downer - TFO (Wideband),PS14-Type2- P1,Type 2 Wideband Works,Per service,$ 95.40,Type 2 Wideband Works,45100
Downer,Downer - TFO (Wideband),PS14-Type2- PVC,Type 2 Wideband Works - Pre-verification and Completion works,Per first fibre,$ 26.50,Type 2 Wideband Works - Pre-verification and Completion works,45100
Downer,Downer - TFO (Wideband),W13731,Labourer (including operators spotters) - Normal Working Hours**,Per Hour,$ 45.86,Labourer (including operators spotters) - Normal Working Hours**,45100
Downer,Downer - TFO (Wideband),W13732,Labourer (including operators spotters) - Outside of Normal Working Hours,Per Hour,$ 61.20,Labourer (including operators spotters) - Outside of Normal Working Hours,45100
Downer,Downer - TFO (Wideband),W13733,Labourer - fully equipped with vehicle - Normal Working Hours**,Per Hour,$ 53.42,Labourer - fully equipped with vehicle - Normal Working Hours**,45100
Downer,Downer - TFO (Wideband),W13734,Labourer - fully equipped with vehicle - Outside of Normal Working Hours,Per Hour,$ 84.04,Labourer - fully equipped with vehicle - Outside of Normal Working Hours,45100
Downer,Downer - TFO (Wideband),W13735,Technician - Normal Working Hours**,Per Hour,$ 64.96,Technician - Normal Working Hours**,45100
Downer,Downer - TFO (Wideband),W13736,"Technician outside of Normal Working Hours** - Outside of Normal Working
Hours",Per Hour,$ 114.19,"Technician outside of Normal Working Hours** - Outside of Normal Working
Hours",45100
Downer,Downer - TFO (Wideband),W13737,Technician - fully equipped with vehicle - Normal Working Hours**,Per Hour,$ 80.41,Technician - fully equipped with vehicle - Normal Working Hours**,45100
Downer,Downer - TFO (Wideband),W13738,Technician - fully equipped with vehicle - Outside of Normal Working Hours,Per Hour,$ 129.36,Technician - fully equipped with vehicle - Outside of Normal Working Hours,45100
Downer,Downer - TFO (Wideband),W13739,Jointer - Normal Working Hours**,Per Hour,$ 51.17,Jointer - Normal Working Hours**,45100
Downer,Downer - TFO (Wideband),W13740,Jointer - Outside of Normal Working Hours,Per Hour,$ 89.54,Jointer - Outside of Normal Working Hours,45100
Downer,Downer - TFO (Wideband),W13741,Jointer - fully equipped with vehicle - Normal Working Hours**,Per Hour,$ 64.17,Jointer - fully equipped with vehicle - Normal Working Hours**,45100
Downer,Downer - TFO (Wideband),W13742,Jointer - fully equipped with vehicle - Outside of Normal Working Hours,Per Hour,$ 99.68,Jointer - fully equipped with vehicle - Outside of Normal Working Hours,45100
Downer,Downer - TFO (Wideband),W13743,Field Supervisor - fully equipped with vehicle (Outside Standard Supervision requirements - Applicable Only to ARCW Client mandated fulltime supervision sites) - Normal Working Hours**,Per Hour,$ 96.77,Field Supervisor - fully equipped with vehicle (Outside Standard Supervision requirements - Applicable Only to ARCW Client mandated fulltime supervision sites) - Normal Working Hours**,45100
Downer,Downer - TFO (Wideband),W13925,Extra Over – Labourer (including Spotters) outside of Normal Working Hours**,Per Hour,$ 30.21,Extra Over – Labourer (including Spotters) outside of Normal Working Hours**,45100
Downer,Downer - TFO (Wideband),W13794,Front end loader with operator,Per Hour,$ 95.45,Front end loader with operator,45100
Downer,Downer - TFO (Wideband),W13795,Bob-cat (4-in-1 bucket) with operator,Per Hour,$ 85.38,Bob-cat (4-in-1 bucket) with operator,45100
Downer,Downer - TFO (Wideband),W13796,Single-axle tipper truck (5 tonne load) with driver,Per Hour,$ 85.38,Single-axle tipper truck (5 tonne load) with driver,45100
Downer,Downer - TFO (Wideband),W13797,Double-axle tipper truck (9 tonne load) with driver,Per Hour,$ 95.45,Double-axle tipper truck (9 tonne load) with driver,45100
Downer,Downer - TFO (Wideband),W13798,Excavator (up to 10 tonne) with operator,Per Hour,$ 105.52,Excavator (up to 10 tonne) with operator,45100
Downer,Downer - TFO (Wideband),W13799,Excavator (over 10 tonne) with operator,Per Hour,$ 130.70,Excavator (over 10 tonne) with operator,45100
Downer,Downer - TFO (Wideband),W13800,Excavator (with rock breaker) with operator,Per Hour,$ 181.05,Excavator (with rock breaker) with operator,45100
Downer,Downer - TFO (Wideband),W13801,Dozer 306-400kW with operator,Per Hour,$ 221.33,Dozer 306-400kW with operator,45100
Downer,Downer - TFO (Wideband),W13802,Compressor with hoses and breaker (one man capacity) with operator,Per Hour,$ 65.24,Compressor with hoses and breaker (one man capacity) with operator,45100
Downer,Downer - TFO (Wideband),W13803,Rock saw with operator,Per Hour,$ 352.24,Rock saw with operator,45100
Downer,Downer - TFO (Wideband),W13804,EWP Truck up to 12m with operator/spotter (performing  SOR activities),Per Hour,$ 125.66,EWP Truck up to 12m with operator/spotter (performing  SOR activities),45100
Downer,Downer - TFO (Wideband),W13805,Backhoe with operator,Per Hour,$ 85.38,Backhoe with operator,45100
Downer,Downer - TFO (Wideband),W13806,Slasher with operator,Per Hour,$ 60.21,Slasher with operator,45100
Downer,Downer - TFO (Wideband),W13807,EWP Truck up to 12m with Operator/spotter (Wet Hire for non-SOR engagement),Per Hour,$ 130.22,EWP Truck up to 12m with Operator/spotter (Wet Hire for non-SOR engagement),45100
Downer,Downer - TFO (Wideband),W13812,EWP (Scissor Type) up to 12m with operator (performing SOR activities),Per Hour,$ 82.34,EWP (Scissor Type) up to 12m with operator (performing SOR activities),45100
Downer,Downer - TFO (Wideband),W13813,EWP (Scissor Type) up to 12m with operator (Wet Hire for non-SOR engagement),Per Hour,$ 82.34,EWP (Scissor Type) up to 12m with operator (Wet Hire for non-SOR engagement),45100
Downer,Downer - TFO (Wideband),W13814,PE-22 Vacuum Excavation (with Operators) Hourly Rate - Normal Working Hours**,Per Hour,$ 288.69,PE-22 Vacuum Excavation (with Operators) Hourly Rate - Normal Working Hours**,45100
Downer,Downer - TFO (Wideband),W13815,"PE-23 Vacuum Excavation (with Operators) Day Rate - Normal Working
Hours**",Per Day,"$ 2,029.87","PE-23 Vacuum Excavation (with Operators) Day Rate - Normal Working
Hours**",45100
Downer,Downer - TFO (Wideband),S13816,Mobilisation (Mileage) 1 person,Per km,$ 1.01,Mobilisation (Mileage) 1 person,45100
Downer,Downer - TFO (Wideband),S13817,Mobilisation (Mileage) 2 person team,Per km,$ 1.74,Mobilisation (Mileage) 2 person team,45100
Downer,Downer - TFO (Wideband),S13818,Mobilisation (Mileage) for a 3 person team,Per km,$ 2.61,Mobilisation (Mileage) for a 3 person team,45100
Downer,Downer - TFO (Wideband),S13819,Mobilisation (Mileage) for a 4 person team,Per km,$ 3.28,Mobilisation (Mileage) for a 4 person team,45100
Downer,Downer - TFO (Wideband),S13820,LAFHA,Per day,$ 186.30,LAFHA,45100
Downer,Downer - TFO (Wideband),S13825,"Heavy construction vehicle or plant travel (Large Truck, Vac Truck, Plant above 6t, large excavator)",Per km,$ 2.93,"Heavy construction vehicle or plant travel (Large Truck, Vac Truck, Plant above 6t, large excavator)",45100
Downer,Downer - TFO (Wideband),S13830,"Medium construction vehicle or plant travel (Medium Truck, Plant above 3.5t, Backhoe)",Per km,$ 2.03,"Medium construction vehicle or plant travel (Medium Truck, Plant above 3.5t, Backhoe)",45100
Downer,Downer - TFO (Wideband),S13823,LAFHA,Per day,$ 186.30,LAFHA,45100
Downer,Downer - TFO (Wideband),S13828,"Heavy construction vehicle or plant travel (Large Truck, Vac Truck, Plant above 6t, large excavator)",Per km,$ 2.93,"Heavy construction vehicle or plant travel (Large Truck, Vac Truck, Plant above 6t, large excavator)",45100
Downer,Downer - TFO (Wideband),S13833,"Medium construction vehicle or plant travel (Medium Truck, Plant above 3.5t, Backhoe)",Per km,$ 2.03,"Medium construction vehicle or plant travel (Medium Truck, Plant above 3.5t, Backhoe)",45100
Downer,Downer - TFO (Wideband),S13822,LAFHA,Per day,$ 186.30,LAFHA,45100
Downer,Downer - TFO (Wideband),S13827,"Heavy construction vehicle or plant travel (Large Truck, Vac Truck, Plant above 6t, large excavator)",Per km,$ 2.93,"Heavy construction vehicle or plant travel (Large Truck, Vac Truck, Plant above 6t, large excavator)",45100
Downer,Downer - TFO (Wideband),S13832,"Medium construction vehicle or plant travel (Medium Truck, Plant above 3.5t, Backhoe)",Per km,$ 2.03,"Medium construction vehicle or plant travel (Medium Truck, Plant above 3.5t, Backhoe)",45100
Downer,Downer - TFO (Wideband),S13821,LAFHA,Per day,$ 186.30,LAFHA,45100
Downer,Downer - TFO (Wideband),S13826,"Heavy construction vehicle or plant travel (Large Truck, Vac Truck, Plant above 6t, large excavator)",Per km,$ 2.93,"Heavy construction vehicle or plant travel (Large Truck, Vac Truck, Plant above 6t, large excavator)",45100
Downer,Downer - TFO (Wideband),S13831,"Medium construction vehicle or plant travel (Medium Truck, Plant above 3.5t, Backhoe)",Per km,$ 2.03,"Medium construction vehicle or plant travel (Medium Truck, Plant above 3.5t, Backhoe)",45100
Downer,Downer - TFO (Wideband),S13824,LAFHA,Per day,$ 186.30,LAFHA,45100
Downer,Downer - TFO (Wideband),S13829,"Heavy construction vehicle or plant travel (Large Truck, Vac Truck, Plant above 6t, large excavator)",Per km,$ 2.93,"Heavy construction vehicle or plant travel (Large Truck, Vac Truck, Plant above 6t, large excavator)",45100
Downer,Downer - TFO (Wideband),S13834,"Medium construction vehicle or plant travel (Medium Truck, Plant above 3.5t, Backhoe)",Per km,$ 2.03,"Medium construction vehicle or plant travel (Medium Truck, Plant above 3.5t, Backhoe)",45100